time,accelerometer_x,accelerometer_y,accelerometer_z,gyro_x,gyro_y,gyro_z
1567977306.6311612,0.0015205064430809047,0.0,9.81,0.0,0.0,9.81
1567977306.7311375,-0.0029651272570821166,0.0,9.81,0.0,0.0,9.81
1567977306.8313255,-0.005795830620656801,0.0,9.81,0.0,0.0,9.81
1567977306.9311867,-0.006232328770632876,0.0,9.81,0.0,0.0,9.81
1567977307.0313678,-0.004168670619500432,0.0,9.81,0.0,0.0,9.81
1567977307.1311076,-0.00027463425937710893,0.0,9.81,0.0,0.0,9.81
1567977307.23117,0.004347455709392847,0.0,9.81,0.0,0.0,9.81
1567977307.331251,0.008629773871438288,0.0,9.81,0.0,0.0,9.81
1567977307.4311016,0.0115977816913599,0.0,9.81,0.0,0.0,9.81
1567977307.531147,0.012510464642328571,0.0,9.81,0.0,0.0,9.81
1567977307.6310997,0.011030890915354377,0.0,9.81,0.0,0.0,9.81
1567977307.7311566,0.007533242043169821,0.0,9.81,0.0,0.0,9.81
1567977307.8313482,0.002887997746469182,0.0,9.81,0.0,0.0,9.81
1567977307.931278,-0.0018698646106378191,0.0,9.81,0.0,0.0,9.81
1567977308.0312073,-0.0057063161940222075,0.0,9.81,0.0,0.0,9.81
1567977308.1312587,-0.007838374274274288,0.0,9.81,0.0,0.0,9.81
1567977308.2311246,-0.007728186717857426,0.0,9.81,0.0,0.0,9.81
1567977308.3311133,-0.0055086581876038565,0.0,9.81,0.0,0.0,9.81
1567977308.4312594,-0.0018487176158595276,0.0,9.81,0.0,0.0,9.81
1567977308.5312285,0.0023528766147336458,0.0,9.81,0.0,0.0,9.81
1567977308.631234,0.006053342672220197,0.0,9.81,0.0,0.0,9.81
1567977308.7312253,0.008394124175252529,0.0,9.81,0.0,0.0,9.81
1567977308.8312206,0.0087373578560603,0.0,9.81,0.0,0.0,9.81
1567977308.9311762,0.006948373113030044,0.0,9.81,0.0,0.0,9.81
1567977309.0311606,0.0035184786510656352,0.0,9.81,0.0,0.0,9.81
1567977309.1311572,-0.0007845790941006215,0.0,9.81,0.0,0.0,9.81
1567977309.2313025,-0.005012638211617145,0.0,9.81,0.0,0.0,9.81
1567977309.3312132,-0.008228891806607238,0.0,9.81,0.0,0.0,9.81
1567977309.431217,-0.009737496580472396,0.0,9.81,0.0,0.0,9.81
1567977309.531274,-0.009238882838339037,0.0,9.81,0.0,0.0,9.81
1567977309.6311562,-0.006942011060426126,0.0,9.81,0.0,0.0,9.81
1567977309.731274,-0.0034760939961022076,0.0,9.81,0.0,0.0,9.81
1567977309.831237,0.00028662370994780417,0.0,9.81,0.0,0.0,9.81
1567977309.9311416,0.0034290232563846247,0.0,9.81,0.0,0.0,9.81
1567977310.0313556,0.005178506006756863,0.0,9.81,0.0,0.0,9.81
1567977310.131246,0.0050784201377237536,0.0,9.81,0.0,0.0,9.81
1567977310.2313392,0.0031333699553087514,0.0,9.81,0.0,0.0,9.81
1567977310.331236,-0.00021935106313449636,0.0,9.81,0.0,0.0,9.81
1567977310.431186,-0.004178620452190387,0.0,9.81,0.0,0.0,9.81
1567977310.5311944,-0.00790068300268743,0.0,9.81,0.0,0.0,9.81
1567977310.6312501,-0.0105563810532189,0.0,9.81,0.0,0.0,9.81
1567977310.7313433,-0.011565082243014614,0.0,9.81,0.0,0.0,9.81
1567977310.8311205,-0.01078346796252646,0.0,9.81,0.0,0.0,9.81
1567977310.9313257,-0.00844633789361879,0.0,9.81,0.0,0.0,9.81
1567977311.031312,-0.005186545903293051,0.0,9.81,0.0,0.0,9.81
1567977311.1314747,-0.0018605863132651734,0.0,9.81,0.0,0.0,9.81
1567977311.231648,0.0007747091477419588,0.0,9.81,0.0,0.0,9.81
1567977311.3313527,0.0020122423666455802,0.0,9.81,0.0,0.0,9.81
1567977311.4312248,0.001566107214789838,0.0,9.81,0.0,0.0,9.81
1567977311.531225,-0.0004919256750578427,0.0,9.81,0.0,0.0,9.81
1567977311.6313276,-0.003712772399488955,0.0,9.81,0.0,0.0,9.81
1567977311.7312257,-0.007344033855772949,0.0,9.81,0.0,0.0,9.81
1567977311.831197,-0.010586290906531275,0.0,9.81,0.0,0.0,9.81
1567977311.9312088,-0.01270443548773386,0.0,9.81,0.0,0.0,9.81
1567977312.0312517,-0.013327389421950499,0.0,9.81,0.0,0.0,9.81
1567977312.131142,-0.012335673935831721,0.0,9.81,0.0,0.0,9.81
1567977312.2311206,-0.010037416673960565,0.0,9.81,0.0,0.0,9.81
1567977312.3311374,-0.00705332909510787,0.0,9.81,0.0,0.0,9.81
1567977312.431112,-0.004077499600725502,0.0,9.81,0.0,0.0,9.81
1567977312.5312765,-0.0019072579271713153,0.0,9.81,0.0,0.0,9.81
1567977312.6312532,-0.001071923602384146,0.0,9.81,0.0,0.0,9.81
1567977312.7312415,-0.0017937929281056598,0.0,9.81,0.0,0.0,9.81
1567977312.83129,-0.0039033488885884537,0.0,9.81,0.0,0.0,9.81
1567977312.931158,-0.006928356455173486,0.0,9.81,0.0,0.0,9.81
1567977313.0312493,-0.01024003972800358,0.0,9.81,0.0,0.0,9.81
1567977313.1311576,-0.013066604512046354,0.0,9.81,0.0,0.0,9.81
1567977313.231216,-0.014779521478082387,0.0,9.81,0.0,0.0,9.81
1567977313.3311856,-0.015060814036282864,0.0,9.81,0.0,0.0,9.81
1567977313.4313457,-0.013919603066529618,0.0,9.81,0.0,0.0,9.81
1567977313.5311606,-0.011693099257292233,0.0,9.81,0.0,0.0,9.81
1567977313.631145,-0.00891647362396654,0.0,9.81,0.0,0.0,9.81
1567977313.7312033,-0.006376828831999433,0.0,9.81,0.0,0.0,9.81
1567977313.831335,-0.004633801339091406,0.0,9.81,0.0,0.0,9.81
1567977313.9311965,-0.004169531916745939,0.0,9.81,0.0,0.0,9.81
1567977314.0313292,-0.005080545757327002,0.0,9.81,0.0,0.0,9.81
1567977314.1311448,-0.007234842703148133,0.0,9.81,0.0,0.0,9.81
1567977314.2312326,-0.022553144506145203,0.0,9.81,0.0,0.0,9.81
1567977314.3312898,-0.018228218081288647,0.0,9.81,0.0,0.0,9.81
1567977314.4311895,-0.014962849895204472,0.0,9.81,0.0,0.0,9.81
1567977314.531322,-0.015648458768662863,0.0,9.81,0.0,0.0,9.81
1567977314.631172,-0.014056816298183464,0.0,9.81,0.0,0.0,9.81
1567977314.7312677,-0.012289986462148334,0.0,9.81,0.0,0.0,9.81
1567977314.8312743,-0.002354854102748192,0.0,9.81,0.0,0.0,9.81
1567977314.9311864,-0.000990628769845756,0.0,9.81,0.0,0.0,9.81
1567977315.0311294,-0.00472425263648347,0.0,9.81,0.0,0.0,9.81
1567977315.1311388,-0.006274830110798462,0.0,9.81,0.0,0.0,9.81
1567977315.2311506,-0.00801218305899866,0.0,9.81,0.0,0.0,9.81
1567977315.3312058,-0.010394826823948336,0.0,9.81,0.0,0.0,9.81
1567977315.4311588,-0.018077696913851467,0.0,9.81,0.0,0.0,9.81
1567977315.531197,-0.02271312758720768,0.0,9.81,0.0,0.0,9.81
1567977315.631217,-0.021662223113660062,0.0,9.81,0.0,0.0,9.81
1567977315.7312868,-0.02007993839501175,0.0,9.81,0.0,0.0,9.81
1567977315.8313506,-0.01880455379424447,0.0,9.81,0.0,0.0,9.81
1567977315.9311094,-0.017067972139229254,0.0,9.81,0.0,0.0,9.81
1567977316.031112,-0.011665374373144317,0.0,9.81,0.0,0.0,9.81
1567977316.131242,-0.00651957730366675,0.0,9.81,0.0,0.0,9.81
1567977316.2311163,-0.00578935524544903,0.0,9.81,0.0,0.0,9.81
1567977316.3313527,-0.007244400124580323,0.0,9.81,0.0,0.0,9.81
1567977316.431195,-0.008880137801500468,0.0,9.81,0.0,0.0,9.81
1567977316.5312483,-0.010773213767912182,0.0,9.81,0.0,0.0,9.81
1567977316.6311727,-0.015181070300677675,0.0,9.81,0.0,0.0,9.81
1567977316.731176,-0.020587795713186096,0.0,9.81,0.0,0.0,9.81
1567977316.8311794,-0.02326983559548978,0.0,9.81,0.0,0.0,9.81
1567977316.9311724,-0.023166753095982387,0.0,9.81,0.0,0.0,9.81
1567977317.0311782,-0.022070947189033702,0.0,9.81,0.0,0.0,9.81
1567977317.131126,-0.020664009557675413,0.0,9.81,0.0,0.0,9.81
1567977317.2313569,-0.017559957427090184,0.0,9.81,0.0,0.0,9.81
1567977317.3311276,-0.01298239505689466,0.0,9.81,0.0,0.0,9.81
1567977317.4312458,-0.009763564361153386,0.0,9.81,0.0,0.0,9.81
1567977317.5311313,-0.009087137884763478,0.0,9.81,0.0,0.0,9.81
1567977317.6312356,-0.010020598794348957,0.0,9.81,0.0,0.0,9.81
1567977317.7311888,-0.011580740736673504,0.0,9.81,0.0,0.0,9.81
1567977317.8312185,-0.014362667613661912,0.0,9.81,0.0,0.0,9.81
1567977317.931269,-0.018674757538333822,0.0,9.81,0.0,0.0,9.81
1567977318.0312197,-0.022644563392485183,0.0,9.81,0.0,0.0,9.81
1567977318.1311102,-0.024642795184375572,0.0,9.81,0.0,0.0,9.81
1567977318.2314105,-0.024768466670274096,0.0,9.81,0.0,0.0,9.81
1567977318.331164,-0.02393291174081668,0.0,9.81,0.0,0.0,9.81
1567977318.4311109,-0.021993194644075516,0.0,9.81,0.0,0.0,9.81
1567977318.5311477,-0.018652201526729258,0.0,9.81,0.0,0.0,9.81
1567977318.6311405,-0.01499447107698316,0.0,9.81,0.0,0.0,9.81
1567977318.7311275,-0.012637698561317592,0.0,9.81,0.0,0.0,9.81
1567977318.8313458,-0.012065833142976672,0.0,9.81,0.0,0.0,9.81
1567977318.931186,-0.012783900807676716,0.0,9.81,0.0,0.0,9.81
1567977319.031219,-0.014601988994463043,0.0,9.81,0.0,0.0,9.81
1567977319.1313574,-0.017685521631003596,0.0,9.81,0.0,0.0,9.81
1567977319.2312531,-0.021474099718861765,0.0,9.81,0.0,0.0,9.81
1567977319.331288,-0.02467138773044809,0.0,9.81,0.0,0.0,9.81
1567977319.4311268,-0.026269036501496645,0.0,9.81,0.0,0.0,9.81
1567977319.5312421,-0.026449726455643943,0.0,9.81,0.0,0.0,9.81
1567977319.6312122,-0.025475128660930012,0.0,9.81,0.0,0.0,9.81
1567977319.7311397,-0.023271980103895872,0.0,9.81,0.0,0.0,9.81
1567977319.8311632,-0.02015681821820145,0.0,9.81,0.0,0.0,9.81
1567977319.9312997,-0.017161568949055593,0.0,9.81,0.0,0.0,9.81
1567977320.0311484,-0.015291175866084075,0.0,9.81,0.0,0.0,9.81
1567977320.131138,-0.014836813484343027,0.0,9.81,0.0,0.0,9.81
1567977320.2311766,-0.01564819555837474,0.0,9.81,0.0,0.0,9.81
1567977320.3312862,-0.017655884252936717,0.0,9.81,0.0,0.0,9.81
1567977320.4313028,-0.020698484136876374,0.0,9.81,0.0,0.0,9.81
1567977320.531132,-0.023980351103745436,0.0,9.81,0.0,0.0,9.81
1567977320.6312585,-0.026598538228877616,0.0,9.81,0.0,0.0,9.81
1567977320.7311053,-0.027976579211085876,0.0,9.81,0.0,0.0,9.81
1567977320.831126,-0.028047569593358333,0.0,9.81,0.0,0.0,9.81
1567977320.9312806,-0.02689535281898671,0.0,9.81,0.0,0.0,9.81
1567977321.0312755,-0.024670891283016944,0.0,9.81,0.0,0.0,9.81
1567977321.1311367,-0.02187059592433151,0.0,9.81,0.0,0.0,9.81
1567977321.2313602,-0.019337137028973005,0.0,9.81,0.0,0.0,9.81
1567977321.3312652,-0.017805602217563034,0.0,9.81,0.0,0.0,9.81
1567977321.4311702,-0.017542542185268815,0.0,9.81,0.0,0.0,9.81
1567977321.5311792,-0.018486948878959027,0.0,9.81,0.0,0.0,9.81
1567977321.631261,-0.020533051605247862,0.0,9.81,0.0,0.0,9.81
1567977321.7311249,-0.023408086959638367,0.0,9.81,0.0,0.0,9.81
1567977321.8313577,-0.026295342998259558,0.0,9.81,0.0,0.0,9.81
1567977321.931353,-0.02851741559588902,0.0,9.81,0.0,0.0,9.81
1567977322.0312014,-0.029674389439010653,0.0,9.81,0.0,0.0,9.81
1567977322.1311126,-0.029594409121770582,0.0,9.81,0.0,0.0,9.81
1567977322.2313101,-0.02833603514875108,0.0,9.81,0.0,0.0,9.81
1567977322.3312454,-0.026215568206418426,0.0,9.81,0.0,0.0,9.81
1567977322.4312568,-0.02371508670236068,0.0,9.81,0.0,0.0,9.81
1567977322.5311666,-0.021537211327106648,0.0,9.81,0.0,0.0,9.81
1567977322.6311932,-0.020261375329731594,0.0,9.81,0.0,0.0,9.81
1567977322.7313006,-0.020148302744825486,0.0,9.81,0.0,0.0,9.81
1567977322.8312886,-0.02118029511721865,0.0,9.81,0.0,0.0,9.81
1567977322.931343,-0.02324551635332604,0.0,9.81,0.0,0.0,9.81
1567977323.031356,-0.025873733577359632,0.0,9.81,0.0,0.0,9.81
1567977323.1311948,-0.028439385206897115,0.0,9.81,0.0,0.0,9.81
1567977323.231139,-0.030371271038746598,0.0,9.81,0.0,0.0,9.81
1567977323.331148,-0.031310458796458746,0.0,9.81,0.0,0.0,9.81
1567977323.4311683,-0.03111297329536576,0.0,9.81,0.0,0.0,9.81
1567977323.5311458,-0.02983447452521361,0.0,9.81,0.0,0.0,9.81
1567977323.6312127,-0.027779303979531208,0.0,9.81,0.0,0.0,9.81
1567977323.7312305,-0.025538437690638675,0.0,9.81,0.0,0.0,9.81
1567977323.8311493,-0.023699845027717218,0.0,9.81,0.0,0.0,9.81
1567977323.931269,-0.02265636343215306,0.0,9.81,0.0,0.0,9.81
1567977324.031241,-0.022675646038237574,0.0,9.81,0.0,0.0,9.81
1567977324.1312604,-0.023795530350041717,0.0,9.81,0.0,0.0,9.81
1567977324.231288,-0.025763203635444543,0.0,9.81,0.0,0.0,9.81
1567977324.3313408,-0.028158360373296745,0.0,9.81,0.0,0.0,9.81
1567977324.4313557,-0.030443664722587443,0.0,9.81,0.0,0.0,9.81
1567977324.5311544,-0.03211801377974013,0.0,9.81,0.0,0.0,9.81
1567977324.631178,-0.03285416367196575,0.0,9.81,0.0,0.0,9.81
1567977324.7312634,-0.03254560202149328,0.0,9.81,0.0,0.0,9.81
1567977324.8313503,-0.031301109548060285,0.0,9.81,0.0,0.0,9.81
1567977324.931139,-0.029424405075586295,0.0,9.81,0.0,0.0,9.81
1567977325.0311508,-0.027432380791910235,0.0,9.81,0.0,0.0,9.81
1567977325.1313007,-0.025822518984310535,0.0,9.81,0.0,0.0,9.81
1567977325.2311985,-0.024996606538591166,0.0,9.81,0.0,0.0,9.81
1567977325.3311677,-0.025147092720483925,0.0,9.81,0.0,0.0,9.81
1567977325.4311068,-0.026249887267515107,0.0,9.81,0.0,0.0,9.81
1567977325.5312119,-0.02812489263366878,0.0,9.81,0.0,0.0,9.81
1567977325.631125,-0.030301748503161363,0.0,9.81,0.0,0.0,9.81
1567977325.7311568,-0.03231446046050529,0.0,9.81,0.0,0.0,9.81
1567977325.8312643,-0.0337708319449785,0.0,9.81,0.0,0.0,9.81
1567977325.9311936,-0.03436467509130985,0.0,9.81,0.0,0.0,9.81
1567977326.0311365,-0.03396545293601761,0.0,9.81,0.0,0.0,9.81
1567977326.1312318,-0.03272378492733616,0.0,9.81,0.0,0.0,9.81
1567977326.2311814,-0.031042332144447328,0.0,9.81,0.0,0.0,9.81
1567977326.3313067,-0.029279954612963694,0.0,9.81,0.0,0.0,9.81
1567977326.4312704,-0.027861422361568557,0.0,9.81,0.0,0.0,9.81
1567977326.5311143,-0.02717088484719625,0.0,9.81,0.0,0.0,9.81
1567977326.6312888,-0.02741744647169618,0.0,9.81,0.0,0.0,9.81
1567977326.731275,-0.028530749110294594,0.0,9.81,0.0,0.0,9.81
1567977326.8311357,-0.030280852043135697,0.0,9.81,0.0,0.0,9.81
1567977326.9311852,-0.032273427378522894,0.0,9.81,0.0,0.0,9.81
1567977327.03122,-0.03408523498513283,0.0,9.81,0.0,0.0,9.81
1567977327.1312265,-0.03537404115255164,0.0,9.81,0.0,0.0,9.81
1567977327.231343,-0.035824011009951064,0.0,9.81,0.0,0.0,9.81
1567977327.33124,-0.03538060039694884,0.0,9.81,0.0,0.0,9.81
1567977327.4313061,-0.03424585145410965,0.0,9.81,0.0,0.0,9.81
1567977327.531348,-0.03266437814195811,0.0,9.81,0.0,0.0,9.81
1567977327.6313455,-0.0310446582346907,0.0,9.81,0.0,0.0,9.81
1567977327.731188,-0.029832145829757337,0.0,9.81,0.0,0.0,9.81
1567977327.831267,-0.029278645903015245,0.0,9.81,0.0,0.0,9.81
1567977327.9312634,-0.02955127685007284,0.0,9.81,0.0,0.0,9.81
1567977328.031313,-0.03061783893234157,0.0,9.81,0.0,0.0,9.81
1567977328.131129,-0.03223598084411485,0.0,9.81,0.0,0.0,9.81
1567977328.2312706,-0.034060027059457314,0.0,9.81,0.0,0.0,9.81
1567977328.3311357,-0.03572319503463433,0.0,9.81,0.0,0.0,9.81
1567977328.4312007,-0.036826626543283114,0.0,9.81,0.0,0.0,9.81
1567977328.5312247,-0.037189967216246206,0.0,9.81,0.0,0.0,9.81
1567977328.6312613,-0.03677138549485868,0.0,9.81,0.0,0.0,9.81
1567977328.7312574,-0.03569432096845738,0.0,9.81,0.0,0.0,9.81
1567977328.8313544,-0.03420770277042095,0.0,9.81,0.0,0.0,9.81
1567977328.9311528,-0.032746669208619676,0.0,9.81,0.0,0.0,9.81
1567977329.0311234,-0.031664329097945795,0.0,9.81,0.0,0.0,9.81
1567977329.131149,-0.031212049268129576,0.0,9.81,0.0,0.0,9.81
1567977329.231268,-0.031488757309134245,0.0,9.81,0.0,0.0,9.81
1567977329.3311925,-0.03250481339209458,0.0,9.81,0.0,0.0,9.81
1567977329.4312298,-0.03398986157190016,0.0,9.81,0.0,0.0,9.81
1567977329.5311096,-0.035671135017145444,0.0,9.81,0.0,0.0,9.81
1567977329.6313257,-0.037163319662206366,0.0,9.81,0.0,0.0,9.81
1567977329.7312922,-0.0381575625543433,0.0,9.81,0.0,0.0,9.81
1567977329.8311863,-0.038476662812280085,0.0,9.81,0.0,0.0,9.81
1567977329.9311757,-0.038070747711212646,0.0,9.81,0.0,0.0,9.81
1567977330.0311852,-0.03703856116319649,0.0,9.81,0.0,0.0,9.81
1567977330.1312776,-0.035702135699688,0.0,9.81,0.0,0.0,9.81
1567977330.2313561,-0.034371061497196036,0.0,9.81,0.0,0.0,9.81
1567977330.3312194,-0.03340005808588899,0.0,9.81,0.0,0.0,9.81
1567977330.4313073,-0.03299080107789976,0.0,9.81,0.0,0.0,9.81
1567977330.607827,-0.03127072210932276,0.0,9.81,0.0,0.0,9.81
1567977330.631143,-0.034268313736141566,0.0,9.81,0.0,0.0,9.81
1567977330.7311363,-0.03568034073150294,0.0,9.81,0.0,0.0,9.81
1567977330.831146,-0.04188170079364625,0.0,9.81,0.0,0.0,9.81
1567977330.9312084,-0.038435019359244364,0.0,9.81,0.0,0.0,9.81
1567977331.0311155,-0.03147904562934634,0.0,9.81,0.0,0.0,9.81
1567977331.131135,-0.04015976275506205,0.0,9.81,0.0,0.0,9.81
1567977331.2311184,-0.039184012579724765,0.0,9.81,0.0,0.0,9.81
1567977331.3312602,-0.03832417436232618,0.0,9.81,0.0,0.0,9.81
1567977331.431225,-0.03815907793938301,0.0,9.81,0.0,0.0,9.81
1567977331.5312352,-0.03679594860860327,0.0,9.81,0.0,0.0,9.81
1567977331.6312363,-0.02258736108304319,0.0,9.81,0.0,0.0,9.81
1567977331.7312686,-0.02812998614330077,0.0,9.81,0.0,0.0,9.81
1567977331.8313258,-0.035030211661357315,0.0,9.81,0.0,0.0,9.81
1567977331.9312894,-0.03685772473392767,0.0,9.81,0.0,0.0,9.81
1567977332.0311086,-0.039978161017127645,0.0,9.81,0.0,0.0,9.81
1567977332.1311157,-0.042150841464192366,0.0,9.81,0.0,0.0,9.81
1567977332.2311733,-0.05102913094847672,0.0,9.81,0.0,0.0,9.81
1567977332.331235,-0.052651860025859636,0.0,9.81,0.0,0.0,9.81
1567977332.4311748,-0.047040078813352156,0.0,9.81,0.0,0.0,9.81
1567977332.5311356,-0.04278894415427331,0.0,9.81,0.0,0.0,9.81
1567977332.631349,-0.039349896695628245,0.0,9.81,0.0,0.0,9.81
1567977332.7311366,-0.036354418817378685,0.0,9.81,0.0,0.0,9.81
1567977332.8312614,-0.029799543849195444,0.0,9.81,0.0,0.0,9.81
1567977332.931105,-0.025309998763800436,0.0,9.81,0.0,0.0,9.81
1567977333.0312707,-0.02733107391343836,0.0,9.81,0.0,0.0,9.81
1567977333.1312175,-0.03153360141563304,0.0,9.81,0.0,0.0,9.81
1567977333.231265,-0.03532976214751898,0.0,9.81,0.0,0.0,9.81
1567977333.331343,-0.03870422849079162,0.0,9.81,0.0,0.0,9.81
1567977333.4311068,-0.044003570726761934,0.0,9.81,0.0,0.0,9.81
1567977333.5312216,-0.04936299911658423,0.0,9.81,0.0,0.0,9.81
1567977333.6311262,-0.05042348894061391,0.0,9.81,0.0,0.0,9.81
1567977333.7313893,-0.04791198343095822,0.0,9.81,0.0,0.0,9.81
1567977333.8312683,-0.04438933321597361,0.0,9.81,0.0,0.0,9.81
1567977333.9312134,-0.04104796517831062,0.0,9.81,0.0,0.0,9.81
1567977334.0313327,-0.0366814503415948,0.0,9.81,0.0,0.0,9.81
1567977334.1311011,-0.03162972810162593,0.0,9.81,0.0,0.0,9.81
1567977334.2311475,-0.028898266404055094,0.0,9.81,0.0,0.0,9.81
1567977334.331252,-0.029693398294845536,0.0,9.81,0.0,0.0,9.81
1567977334.4312088,-0.03262480314549571,0.0,9.81,0.0,0.0,9.81
1567977334.5312717,-0.03602137880831933,0.0,9.81,0.0,0.0,9.81
1567977334.63132,-0.040038518349597395,0.0,9.81,0.0,0.0,9.81
