time,yaw,pitch,roll
1567977304.631209,4.337010664680104,0.0,0.0
1567977304.7313187,4.3366422646241,0.0,0.0
1567977304.8311477,4.336286353344715,0.0,0.0
1567977304.9312239,4.335919711076176,0.0,0.0
1567977305.0312347,4.33553210131938,0.0,0.0
1567977305.131172,4.335104287402476,0.0,0.0
1567977305.231286,4.334618858387408,0.0,0.0
1567977305.331156,4.334085634722435,0.0,0.0
1567977305.4312038,4.333527770675342,0.0,0.0
1567977305.5312238,4.332971390137985,0.0,0.0
1567977305.6311922,4.332431446763062,0.0,0.0
1567977305.731237,4.331923842717437,0.0,0.0
1567977305.8312192,4.331467068444233,0.0,0.0
1567977305.9311366,4.331061073744539,0.0,0.0
1567977306.03111,4.330688067253275,0.0,0.0
1567977306.1311846,4.330323901069841,0.0,0.0
1567977306.2311141,4.3299509582098334,0.0,0.0
1567977306.3312883,4.329551814636606,0.0,0.0
1567977306.431345,4.329110356369927,0.0,0.0
1567977306.5313368,4.328620119783739,0.0,0.0
1567977306.6311612,4.328092295725849,0.0,0.0
1567977306.7311375,4.327545927573311,0.0,0.0
1567977306.8313255,4.32699989829862,0.0,0.0
1567977306.9311867,4.326474692991631,0.0,0.0
1567977307.0313678,4.325983482729548,0.0,0.0
1567977307.1311076,4.325539807740032,0.0,0.0
1567977307.23117,4.32513580820229,0.0,0.0
1567977307.331251,4.324757551910148,0.0,0.0
1567977307.4311016,4.324387590724324,0.0,0.0
1567977307.531147,4.3240046319604755,0.0,0.0
1567977307.6310997,4.3235942564760315,0.0,0.0
1567977307.7311566,4.323142009390629,0.0,0.0
1567977307.8313482,4.322647728379453,0.0,0.0
1567977307.931278,4.322124177076812,0.0,0.0
1567977308.0312073,4.32158572683953,0.0,0.0
1567977308.1312587,4.321051170312327,0.0,0.0
1567977308.2311246,4.320538638014202,0.0,0.0
1567977308.3311133,4.3200612220558785,0.0,0.0
1567977308.4312594,4.31962416629564,0.0,0.0
1567977308.5312285,4.319221365255906,0.0,0.0
1567977308.631234,4.318838895181164,0.0,0.0
1567977308.7312253,4.31846000254022,0.0,0.0
1567977308.8312206,4.318066582510134,0.0,0.0
1567977308.9311762,4.317644030099359,0.0,0.0
1567977309.0311606,4.317183951354373,0.0,0.0
1567977309.1311572,4.316688090764043,0.0,0.0
1567977309.2313025,4.316166058993698,0.0,0.0
1567977309.3312132,4.315635037265615,0.0,0.0
1567977309.431217,4.315110596371735,0.0,0.0
1567977309.531274,4.314608644842512,0.0,0.0
1567977309.6311562,4.314140959141616,0.0,0.0
1567977309.731274,4.313707823206219,0.0,0.0
1567977309.831237,4.3133046966450195,0.0,0.0
1567977309.9311416,4.312917083567445,0.0,0.0
1567977310.0313556,4.312527930923157,0.0,0.0
1567977310.131246,4.312123986580243,0.0,0.0
1567977310.2313392,4.311690047594176,0.0,0.0
1567977310.331236,4.311223271185092,0.0,0.0
1567977310.431186,4.310724872944094,0.0,0.0
1567977310.5311944,4.310205253930237,0.0,0.0
1567977310.6312501,4.309679987171595,0.0,0.0
1567977310.7313433,4.309163431170308,0.0,0.0
1567977310.8311205,4.3086719141757595,0.0,0.0
1567977310.9313257,4.308208899582587,0.0,0.0
1567977311.031312,4.3077783710871,0.0,0.0
1567977311.1314747,4.307371668729143,0.0,0.0
1567977311.231648,4.306976260053567,0.0,0.0
1567977311.3313527,4.306579579852487,0.0,0.0
1567977311.4312248,4.306163634108797,0.0,0.0
1567977311.531225,4.30572065214227,0.0,0.0
1567977311.6313276,4.305246245510631,0.0,0.0
1567977311.7312257,4.304746012679047,0.0,0.0
1567977311.831197,4.304229098674195,0.0,0.0
1567977311.9312088,4.303707773923044,0.0,0.0
1567977312.0312517,4.3031980074948155,0.0,0.0
1567977312.131142,4.302711846831203,0.0,0.0
1567977312.2311206,4.302254029737249,0.0,0.0
1567977312.3311374,4.3018230681544996,0.0,0.0
1567977312.431112,4.301411924088557,0.0,0.0
1567977312.5312765,4.301008810836578,0.0,0.0
1567977312.6312532,4.300600807862494,0.0,0.0
1567977312.7312415,4.300173916727436,0.0,0.0
1567977312.83129,4.29972053547818,0.0,0.0
1567977312.931158,4.299240683539502,0.0,0.0
1567977313.0312493,4.298737044329641,0.0,0.0
1567977313.1311576,4.2982213492377035,0.0,0.0
1567977313.231216,4.297704012189744,0.0,0.0
1567977313.3311856,4.297199708621569,0.0,0.0
1567977313.4313457,4.296716891691148,0.0,0.0
1567977313.5311606,4.2962610179233724,0.0,0.0
1567977313.631145,4.295829228166648,0.0,0.0
1567977313.7312033,4.295744829852472,0.0,0.0
1567977313.831335,4.295159292128284,0.0,0.0
1567977313.9311965,4.294598058903903,0.0,0.0
1567977314.0313292,4.294143053645364,0.0,0.0
1567977314.1311448,4.2936791959912455,0.0,0.0
1567977314.2312326,4.293190128606341,0.0,0.0
1567977314.3312898,4.292468281680769,0.0,0.0
1567977314.4311895,4.2919601744884375,0.0,0.0
1567977314.531322,4.291577872282442,0.0,0.0
1567977314.631172,4.29113666531325,0.0,0.0
1567977314.7312677,4.290667398537083,0.0,0.0
1567977314.8312743,4.290213520248852,0.0,0.0
1567977314.9311864,4.2899169704881555,0.0,0.0
1567977315.0311294,4.289555797750538,0.0,0.0
1567977315.1311388,4.289055035089644,0.0,0.0
1567977315.2311506,4.2885457556524695,0.0,0.0
1567977315.3312058,4.288066591422474,0.0,0.0
1567977315.4311588,4.287587328263017,0.0,0.0
1567977315.531197,4.287001807088611,0.0,0.0
1567977315.631217,4.286407500262303,0.0,0.0
1567977315.7312868,4.285916216245575,0.0,0.0
1567977315.8313506,4.28547450330014,0.0,0.0
1567977315.9311094,4.28502179588051,0.0,0.0
1567977316.031112,4.284558826043655,0.0,0.0
1567977316.131242,4.284161987013762,0.0,0.0
1567977316.2311163,4.2838041902121695,0.0,0.0
1567977316.3313527,4.28338494937206,0.0,0.0
1567977316.431195,4.282903498657728,0.0,0.0
1567977316.5312483,4.2824081661619005,0.0,0.0
1567977316.6311727,4.281920303047368,0.0,0.0
1567977316.731176,4.281391975992888,0.0,0.0
1567977316.8311794,4.280817163666768,0.0,0.0
1567977316.9311724,4.280265910258773,0.0,0.0
1567977317.0311782,4.279770820289915,0.0,0.0
1567977317.131126,4.27930533588286,0.0,0.0
1567977317.2313569,4.278839650543363,0.0,0.0
1567977317.3311276,4.278399533526009,0.0,0.0
1567977317.4312458,4.277999419433227,0.0,0.0
1567977317.5311313,4.277600426915203,0.0,0.0
1567977317.6312356,4.277158281669557,0.0,0.0
1567977317.7311888,4.276678779625129,0.0,0.0
1567977317.8312185,4.27618661989753,0.0,0.0
1567977317.931269,4.275675599754791,0.0,0.0
1567977318.0312197,4.275130140788962,0.0,0.0
1567977318.1311102,4.274569466398866,0.0,0.0
1567977318.2314105,4.274030811393455,0.0,0.0
1567977318.331164,4.273530894692115,0.0,0.0
1567977318.4311109,4.2730501738322175,0.0,0.0
1567977318.5311477,4.272585494590867,0.0,0.0
1567977318.6311405,4.272148541185977,0.0,0.0
1567977318.7311275,4.271732021668726,0.0,0.0
1567977318.8313458,4.2713057327721415,0.0,0.0
1567977318.931186,4.270849253852049,0.0,0.0
1567977319.031219,4.270365634081152,0.0,0.0
1567977319.1313574,4.2698624899968465,0.0,0.0
1567977319.2312531,4.269335675318423,0.0,0.0
1567977319.331288,4.268784230734742,0.0,0.0
1567977319.4311268,4.268231012449318,0.0,0.0
1567977319.5312421,4.267696117710649,0.0,0.0
1567977319.6312122,4.267187684345622,0.0,0.0
1567977319.7311397,4.266700258429658,0.0,0.0
1567977319.8311632,4.266233532399493,0.0,0.0
1567977319.9312997,4.265789177971886,0.0,0.0
1567977320.0311484,4.26535489658462,0.0,0.0
1567977320.131138,4.264908892479841,0.0,0.0
1567977320.2311766,4.2644391140080025,0.0,0.0
1567977320.3312862,4.263945258290443,0.0,0.0
1567977320.4313028,4.2634295857385975,0.0,0.0
1567977320.531132,4.2628917526577865,0.0,0.0
1567977320.6312585,4.262336339403685,0.0,0.0
1567977320.7311053,4.261784039158194,0.0,0.0
1567977320.831126,4.261247399107356,0.0,0.0
1567977320.9312806,4.260731720660123,0.0,0.0
1567977321.0312755,4.26023781832812,0.0,0.0
1567977321.1311367,4.259765147004817,0.0,0.0
1567977321.2313602,4.259308628391217,0.0,0.0
1567977321.3312652,4.258856886371014,0.0,0.0
1567977321.4311702,4.2583937817687385,0.0,0.0
1567977321.5311792,4.2579105790677865,0.0,0.0
1567977321.631261,4.257404465630032,0.0,0.0
1567977321.7311249,4.256876674207573,0.0,0.0
1567977321.8313577,4.256327288680598,0.0,0.0
1567977321.931353,4.255768260313877,0.0,0.0
1567977322.0312014,4.255213082248224,0.0,0.0
1567977322.1311126,4.2546717546517545,0.0,0.0
1567977322.2313101,4.25414848436214,0.0,0.0
1567977322.3312454,4.253646781612719,0.0,0.0
1567977322.4312568,4.253164631919345,0.0,0.0
1567977322.5311666,4.252695472877054,0.0,0.0
1567977322.6311932,4.252225939136416,0.0,0.0
1567977322.7313006,4.251745061945405,0.0,0.0
1567977322.8312886,4.251247283386206,0.0,0.0
1567977322.931343,4.250727601361216,0.0,0.0
1567977323.031356,4.250186369167661,0.0,0.0
1567977323.1311948,4.249628796591097,0.0,0.0
1567977323.231139,4.249063817975053,0.0,0.0
1567977323.331148,4.248503050293218,0.0,0.0
1567977323.4311683,4.24795442082484,0.0,0.0
1567977323.5311458,4.247423726618745,0.0,0.0
1567977323.6312127,4.246912094275386,0.0,0.0
1567977323.7312305,4.24641716330415,0.0,0.0
1567977323.8311493,4.245931927199983,0.0,0.0
1567977323.931269,4.245444603732139,0.0,0.0
1567977324.031241,4.244947728660906,0.0,0.0
1567977324.1312604,4.244433569229077,0.0,0.0
1567977324.231288,4.243899291836085,0.0,0.0
1567977324.3313408,4.24334547205472,0.0,0.0
1567977324.4313557,4.242777387619764,0.0,0.0
1567977324.5311544,4.242205741412835,0.0,0.0
1567977324.631178,4.241636737634501,0.0,0.0
1567977324.7312634,4.241079119327896,0.0,0.0
1567977324.8313503,4.24053799665489,0.0,0.0
1567977324.931139,4.240015917897656,0.0,0.0
1567977325.0311508,4.239506887639742,0.0,0.0
1567977325.1313007,4.239003106528212,0.0,0.0
1567977325.2311985,4.238498949460784,0.0,0.0
1567977325.3311677,4.237984824644855,0.0,0.0
1567977325.4311068,4.237454852834336,0.0,0.0
1567977325.5312119,4.236904188646097,0.0,0.0
1567977325.631125,4.236337310604863,0.0,0.0
1567977325.7311568,4.235759004967029,0.0,0.0
1567977325.8312643,4.235175726617948,0.0,0.0
1567977325.9311936,4.234597079230905,0.0,0.0
1567977326.0311365,4.234029035944909,0.0,0.0
1567977326.1312318,4.233476275236413,0.0,0.0
1567977326.2311814,4.232939659885105,0.0,0.0
1567977326.3313067,4.232413355443084,0.0,0.0
1567977326.4312704,4.23189346448544,0.0,0.0
1567977326.5311143,4.231371476022193,0.0,0.0
1567977326.6312888,4.230837828916556,0.0,0.0
1567977326.731275,4.230289880698397,0.0,0.0
1567977326.8311357,4.22972489144626,0.0,0.0
1567977326.9311852,4.229144001312445,0.0,0.0
1567977327.03122,4.228552486482842,0.0,0.0
1567977327.1312265,4.227957158817102,0.0,0.0
1567977327.231343,4.227366075639168,0.0,0.0
1567977327.33124,4.226786411424703,0.0,0.0
1567977327.4313061,4.226218996899773,0.0,0.0
1567977327.531348,4.225665425017269,0.0,0.0
1567977327.6313455,4.225122388279328,0.0,0.0
1567977327.731188,4.224584537429877,0.0,0.0
1567977327.831267,4.2240423402411125,0.0,0.0
1567977327.9312634,4.223490080841179,0.0,0.0
1567977328.031313,4.222923587924946,0.0,0.0
1567977328.131129,4.222342830084241,0.0,0.0
1567977328.2312706,4.221745823905364,0.0,0.0
1567977328.3311357,4.2211403357317945,0.0,0.0
1567977328.4312007,4.220531150764927,0.0,0.0
1567977328.5312247,4.219926665719651,0.0,0.0
1567977328.6312613,4.219331506816626,0.0,0.0
1567977328.7312574,4.218747792288394,0.0,0.0
1567977328.8313544,4.218176228169476,0.0,0.0
1567977328.9311528,4.217615139469164,0.0,0.0
1567977329.0311234,4.217056462675977,0.0,0.0
1567977329.131149,4.216493819405441,0.0,0.0
1567977329.231268,4.215921030095256,0.0,0.0
1567977329.3311925,4.2153364061193574,0.0,0.0
1567977329.4312298,4.2147366437003235,0.0,0.0
1567977329.5311096,4.214123925456931,0.0,0.0
1567977329.6313257,4.2135004657021735,0.0,0.0
1567977329.7312922,4.212876499018378,0.0,0.0
1567977329.8311863,4.212257194915896,0.0,0.0
1567977329.9311757,4.211645028110276,0.0,0.0
1567977330.0311852,4.211043409272234,0.0,0.0
1567977330.1312776,4.210451977404025,0.0,0.0
1567977330.2313561,4.209869458933941,0.0,0.0
1567977330.3312194,4.209290078423976,0.0,0.0
1567977330.4313073,4.208704566292134,0.0,0.0
1567977330.607827,4.207651986609697,0.0,0.0
1567977330.631143,4.2075115746622895,0.0,0.0
1567977330.7311363,4.206895167752862,0.0,0.0
1567977330.831146,4.206264197115157,0.0,0.0
1567977330.9312084,4.205624284797482,0.0,0.0
1567977331.0311155,4.204982942584532,0.0,0.0
1567977331.131135,4.203990843559637,0.0,0.0
1567977331.2311184,4.20350076422341,0.0,0.0
1567977331.3312602,4.203049978562955,0.0,0.0
1567977331.431225,4.202466072577282,0.0,0.0
1567977331.5312352,4.201865516820174,0.0,0.0
1567977331.6312363,4.201263249898158,0.0,0.0
1567977331.7312686,4.200865276619064,0.0,0.0
1567977331.8313258,4.200290047205195,0.0,0.0
1567977331.9312894,4.199534598391356,0.0,0.0
1567977332.0311086,4.198816099856977,0.0,0.0
1567977332.1311157,4.1981427261232085,0.0,0.0
1567977332.2311733,4.197478738077997,0.0,0.0
1567977332.331235,4.196692912797097,0.0,0.0
1567977332.4311748,4.195936978055347,0.0,0.0
1567977332.5311356,4.195333053406269,0.0,0.0
1567977332.631349,4.194774291340394,0.0,0.0
1567977332.7311366,4.19418690538914,0.0,0.0
1567977332.8312614,4.193572377648525,0.0,0.0
1567977332.931105,4.193021333926833,0.0,0.0
1567977333.0312707,4.192489910978038,0.0,0.0
1567977333.1312175,4.191864519191947,0.0,0.0
1567977333.231265,4.191154915938746,0.0,0.0
1567977333.331343,4.190433160350889,0.0,0.0
1567977333.4311068,4.18973164795683,0.0,0.0
1567977333.5312216,4.1889974890786945,0.0,0.0
1567977333.6311262,4.188228637571033,0.0,0.0
1567977333.7313893,4.187496843019343,0.0,0.0
1567977333.8312683,4.186844202848162,0.0,0.0
1567977333.9312134,4.1862295183074565,0.0,0.0
1567977334.0313327,4.185608644312978,0.0,0.0
1567977334.1311011,4.184999581946119,0.0,0.0
1567977334.2311475,4.184415971482551,0.0,0.0
1567977334.331252,4.183821502963935,0.0,0.0
1567977334.4312088,4.183168179648053,0.0,0.0
1567977334.5312717,4.182458699415356,0.0,0.0
1567977334.63132,4.181730312306696,0.0,0.0
1567977334.731157,4.180991687193178,0.0,0.0
1567977334.831111,4.180229053434282,0.0,0.0
1567977334.9312162,4.179457162848626,0.0,0.0
1567977335.031191,4.178717644460699,0.0,0.0
1567977335.131157,4.178027315063954,0.0,0.0
1567977335.231321,4.17736634043656,0.0,0.0
1567977335.3311083,4.176720664071047,0.0,0.0
1567977335.4313154,4.176087629567622,0.0,0.0
1567977335.5312884,4.175467126639983,0.0,0.0
1567977335.631235,4.174829757447821,0.0,0.0
1567977335.7311466,4.174150218019454,0.0,0.0
1567977335.831128,4.17343006933614,0.0,0.0
1567977335.9311724,4.172682605164759,0.0,0.0
1567977336.031239,4.171915453319238,0.0,0.0
1567977336.1311204,4.1711321516276065,0.0,0.0
1567977336.2312956,4.170345761421396,0.0,0.0
1567977336.3311908,4.169585660571389,0.0,0.0
1567977336.4311972,4.168859175382998,0.0,0.0
1567977336.5311058,4.168162009319609,0.0,0.0
1567977336.63132,4.167482614852684,0.0,0.0
1567977336.731324,4.1668190520274475,0.0,0.0
1567977336.8311317,4.166161993166533,0.0,0.0
1567977336.9311643,4.165487214162312,0.0,0.0
1567977337.0311298,4.164781011853904,0.0,0.0
1567977337.131116,4.164040134299357,0.0,0.0
1567977337.2311795,4.163271065751395,0.0,0.0
1567977337.331129,4.1624805523942925,0.0,0.0
1567977337.4313035,4.161672365718596,0.0,0.0
1567977337.5311801,4.160867658674222,0.0,0.0
1567977337.6313016,4.160079224960402,0.0,0.0
1567977337.7312565,4.159319005711632,0.0,0.0
1567977337.831122,4.158585390507094,0.0,0.0
1567977337.931173,4.157870808360489,0.0,0.0
1567977338.0312471,4.1571717021997365,0.0,0.0
1567977338.131142,4.15647595086503,0.0,0.0
1567977338.2312758,4.155765495046808,0.0,0.0
1567977338.331349,4.155029543697772,0.0,0.0
1567977338.431325,4.154263666183001,0.0,0.0
1567977338.5311365,4.1534719907441975,0.0,0.0
1567977338.631237,4.1526553494342,0.0,0.0
1567977338.7311134,4.1518261311913385,0.0,0.0
1567977338.831108,4.150995997884241,0.0,0.0
1567977338.9311318,4.150179145050664,0.0,0.0
1567977339.031122,4.149384094937657,0.0,0.0
1567977339.1312864,4.148609766509622,0.0,0.0
1567977339.2311442,4.147858499695177,0.0,0.0
1567977339.3313277,4.147118459562886,0.0,0.0
1567977339.4313338,4.146382436017337,0.0,0.0
1567977339.5312593,4.145637869032825,0.0,0.0
1567977339.6311865,4.14528954979788,0.0,0.0
1567977339.7312465,4.144367511686664,0.0,0.0
1567977339.8312342,4.143316559411957,0.0,0.0
1567977339.9313135,4.142422356072846,0.0,0.0
1567977340.0312436,4.141556852660914,0.0,0.0
1567977340.131136,4.140696048392597,0.0,0.0
1567977340.2312758,4.139618482197413,0.0,0.0
1567977340.3311296,4.139258725525279,0.0,0.0
1567977340.4311543,4.138414870740135,0.0,0.0
1567977340.531102,4.137425455669614,0.0,0.0
1567977340.631347,4.136614469583666,0.0,0.0
1567977340.731147,4.135836482837295,0.0,0.0
1567977340.8311696,4.135172782133939,0.0,0.0
1567977340.9311872,4.134206141502396,0.0,0.0
1567977341.031234,4.133237689311899,0.0,0.0
1567977341.1311119,4.1324687459181035,0.0,0.0
1567977341.231191,4.13168369436365,0.0,0.0
1567977341.331118,4.130828607785979,0.0,0.0
1567977341.4311368,4.1298830603811485,0.0,0.0
1567977341.5311224,4.129042889182514,0.0,0.0
1567977341.6313162,4.128301130328282,0.0,0.0
1567977341.7312164,4.127476070965342,0.0,0.0
1567977341.8311126,4.126584700097407,0.0,0.0
1567977341.9311895,4.126204968144,0.0,0.0
1567977342.0311933,4.12526335862457,0.0,0.0
1567977342.13128,4.124156147963717,0.0,0.0
1567977342.2311423,4.1231746240337515,0.0,0.0
1567977342.331108,4.122237655211425,0.0,0.0
1567977342.4313273,4.12135975881662,0.0,0.0
1567977342.5312355,4.120243594800549,0.0,0.0
1567977342.6313045,4.119223646689079,0.0,0.0
1567977342.731154,4.118454868261757,0.0,0.0
1567977342.831206,4.117718976172348,0.0,0.0
1567977342.9313388,4.116929815771202,0.0,0.0
1567977343.031185,4.116083536026981,0.0,0.0
1567977343.1311862,4.115324593409049,0.0,0.0
1567977343.2311094,4.114597222280089,0.0,0.0
1567977343.3311014,4.113720721652921,0.0,0.0
1567977343.4311426,4.1127214114317105,0.0,0.0
1567977343.531206,4.11170652976509,0.0,0.0
1567977343.6311922,4.110727590583524,0.0,0.0
1567977343.7311077,4.109723398125681,0.0,0.0
1567977343.8312452,4.108665917434916,0.0,0.0
1567977343.9311886,4.107659820458348,0.0,0.0
1567977344.031158,4.106761301545086,0.0,0.0
1567977344.131102,4.105924673017979,0.0,0.0
1567977344.2312129,4.105082624821968,0.0,0.0
1567977344.331189,4.104238908280532,0.0,0.0
1567977344.4311795,4.103423213584996,0.0,0.0
1567977344.5313075,4.1025975388826375,0.0,0.0
1567977344.6311853,4.101700621412077,0.0,0.0
1567977344.7312033,4.100720987242289,0.0,0.0
1567977344.831364,4.099701618266742,0.0,0.0
1567977344.9312935,4.098672672155455,0.0,0.0
1567977345.0312133,4.097622352245679,0.0,0.0
1567977345.1311934,4.09655805633545,0.0,0.0
1567977345.2311823,4.095522507993298,0.0,0.0
1567977345.3313346,4.0945468444493915,0.0,0.0
1567977345.4311442,4.093626276529768,0.0,0.0
1567977345.5311928,4.092726641151616,0.0,0.0
1567977345.631187,4.091841340336561,0.0,0.0
1567977345.7312336,4.090966805909481,0.0,0.0
1567977345.8312426,4.090080659642876,0.0,0.0
1567977345.9311142,4.089151564889512,0.0,0.0
1567977346.0311902,4.088162061170454,0.0,0.0
1567977346.1312957,4.087128031609845,0.0,0.0
1567977346.2311943,4.086067421655878,0.0,0.0
1567977346.3312228,4.084983900513979,0.0,0.0
1567977346.4312603,4.083891965017438,0.0,0.0
1567977346.5311801,4.082817293961295,0.0,0.0
1567977346.6311169,4.081781385048014,0.0,0.0
1567977346.7311783,4.080786477912715,0.0,0.0
1567977346.8312507,4.0798218158653405,0.0,0.0
1567977346.9311886,4.078879258715176,0.0,0.0
1567977347.0311415,4.077947121740028,0.0,0.0
1567977347.1312244,4.077005782466628,0.0,0.0
1567977347.231196,4.0760356586594835,0.0,0.0
1567977347.331157,4.075023384809727,0.0,0.0
1567977347.4312756,4.073968262630341,0.0,0.0
1567977347.5312338,4.072880410475161,0.0,0.0
1567977347.6311405,4.071767951769619,0.0,0.0
1567977347.7311513,4.070643635703863,0.0,0.0
1567977347.8311863,4.069526450628121,0.0,0.0
1567977347.9311476,4.068433762592994,0.0,0.0
1567977348.0313299,4.067370860975853,0.0,0.0
1567977348.131121,4.066341907373765,0.0,0.0
1567977348.231146,4.065333527246047,0.0,0.0
1567977348.3313453,4.064336540492366,0.0,0.0
1567977348.4312284,4.063341049218195,0.0,0.0
1567977348.531296,4.0623250698339035,0.0,0.0
1567977348.6311862,4.061280643957765,0.0,0.0
1567977348.7312913,4.0601970116806605,0.0,0.0
1567977348.8313653,4.059079929699042,0.0,0.0
1567977348.9313576,4.057938351981829,0.0,0.0
1567977349.031131,4.056783015350355,0.0,0.0
1567977349.131161,4.055623438695367,0.0,0.0
1567977349.231224,4.0544756970881295,0.0,0.0
1567977349.3312318,4.053351743869115,0.0,0.0
1567977349.4311383,4.0522554001034266,0.0,0.0
1567977349.5312693,4.051178544987469,0.0,0.0
1567977349.631125,4.050118110122572,0.0,0.0
1567977349.7311468,4.049059990077511,0.0,0.0
1567977349.8311987,4.047993274329494,0.0,0.0
1567977349.9312208,4.046905508935662,0.0,0.0
1567977350.0311756,4.0457885098864015,0.0,0.0
1567977350.131136,4.04464157581484,0.0,0.0
1567977350.2311127,4.04346790862831,0.0,0.0
1567977350.3311052,4.042275445555159,0.0,0.0
1567977350.431253,4.041073123344219,0.0,0.0
1567977350.5311282,4.039877516609929,0.0,0.0
1567977350.6311858,4.038693353518102,0.0,0.0
1567977350.7312362,4.037528425072775,0.0,0.0
1567977350.8311307,4.036384892716885,0.0,0.0
1567977350.9312582,4.035254172909912,0.0,0.0
1567977351.031119,4.034134789967208,0.0,0.0
1567977351.131257,4.033008933591708,0.0,0.0
1567977351.231132,4.031872883852179,0.0,0.0
1567977351.3313353,4.030712308306143,0.0,0.0
1567977351.4313335,4.029528065982971,0.0,0.0
1567977351.5312018,4.02832087603516,0.0,0.0
1567977351.6311393,4.027091495085873,0.0,0.0
1567977351.7311082,4.025849322558743,0.0,0.0
1567977351.831202,4.024601922130049,0.0,0.0
1567977351.9311392,4.023362659648635,0.0,0.0
1567977352.03119,4.022134438355792,0.0,0.0
1567977352.1311026,4.020921837771397,0.0,0.0
1567977352.2311096,4.019721997398797,0.0,0.0
1567977352.331232,4.01853053326759,0.0,0.0
1567977352.4311159,4.0173448184373886,0.0,0.0
1567977352.5313132,4.01614849102338,0.0,0.0
1567977352.6311307,4.014942176388189,0.0,0.0
1567977352.731125,4.013714056423385,0.0,0.0
1567977352.8313472,4.012461762842197,0.0,0.0
1567977352.9311268,4.011195739276694,0.0,0.0
1567977353.03115,4.0099100256224,0.0,0.0
1567977353.1311762,4.008616001537515,0.0,0.0
1567977353.231125,4.0073211127539405,0.0,0.0
1567977353.3312635,4.006028810308521,0.0,0.0
1567977353.4312527,4.004749643259872,0.0,0.0
1567977353.531364,4.003478357519931,0.0,0.0
1567977353.6311836,4.002219529670029,0.0,0.0
1567977353.7312376,4.000963060731621,0.0,0.0
1567977353.8311322,3.9997069474628724,0.0,0.0
1567977353.9312255,3.998441078714521,0.0,0.0
1567977354.0311124,3.9971635137340833,0.0,0.0
1567977354.1313417,3.9958643993569467,0.0,0.0
1567977354.2310998,3.9945526933226603,0.0,0.0
1567977354.3312902,3.9932189981670483,0.0,0.0
1567977354.4311209,3.991877814647566,0.0,0.0
1567977354.5312617,3.9905260847391197,0.0,0.0
1567977354.631137,3.989176752645422,0.0,0.0
1567977354.731199,3.9878299631984646,0.0,0.0
1567977354.8312695,3.9864889916335287,0.0,0.0
