time,latitude,longitude,vehicle_heading,vehicle_speed,vehicle_state,vehicle_track,llc_status
1567977322.0465286,44.392768674915196,8.943852774327707,4.256876674207573,2.276930734609145,LatLong Move,4.255769722982208,0
1567977322.1472473,44.392767769410405,8.943850198140378,4.256327288680598,2.2741621067408064,LatLong Move,4.255214044080654,0
1567977322.2463155,44.39276686599236,8.943847631494952,4.255768260313877,2.2712840458992902,LatLong Move,4.254673439908661,0
1567977322.3461514,44.39276596393254,8.943845072320864,4.255213082248224,2.2684102366111065,LatLong Move,4.254149577176253,0
1567977322.4463625,44.39276506142311,8.943842515415563,4.2546717546517545,2.2656689472491336,LatLong Move,4.253647599963724,0
1567977322.5461247,44.392764156491744,8.943839955091587,4.25414848436214,2.2631329734788497,LatLong Move,4.25316587359934,0
1567977322.6462984,44.39276325410909,8.943837405275623,4.253646781612719,2.2608408736923398,LatLong Move,4.252696581539155,0
1567977322.746044,44.392762351193106,8.943834857111973,4.253164631919345,2.258754107766069,LatLong Move,4.252226780516857,0
1567977322.846568,44.392761449287875,8.9438323148415,4.252695472877054,2.256784945237887,LatLong Move,4.251746324517004,0
1567977322.9463217,44.39276054634772,8.943829772650671,4.252225939136416,2.2548247058097233,LatLong Move,4.251248317318183,0
1567977323.0461864,44.39275964262344,8.943827231284532,4.251745061945405,2.2527591437050685,LatLong Move,4.250728977965114,0
1567977323.1461105,44.392758739870764,8.943824695766041,4.251247283386206,2.250490863770282,LatLong Move,4.2501877902053025,0
1567977323.2462862,44.39275783640145,8.943822161470498,4.250727601361216,2.2479730496530026,LatLong Move,4.249629686302217,0
1567977323.346232,44.39275693321195,8.943819631327651,4.250186369167661,2.2452054668414148,LatLong Move,4.249065292314441,0
1567977323.4464314,44.3927560315596,8.943817108967753,4.249628796591097,2.242252408598794,LatLong Move,4.24850418043377,0
1567977323.5461748,44.392755129001294,8.943814587624015,4.249063817975053,2.2392118922702915,LatLong Move,4.247955274873899,0
1567977323.6462455,44.39275422599087,8.943812068570898,4.248503050293218,2.2361954768739047,LatLong Move,4.247425093596712,0
1567977323.746578,44.39275332308178,8.943809553292738,4.24795442082484,2.233303803413383,LatLong Move,4.246912993300935,0
1567977323.8459983,44.39275242080827,8.943807043172207,4.247423726618745,2.2306136234956666,LatLong Move,4.246418166753418,0
1567977323.946401,44.39275151798396,8.943804534783936,4.246912094275386,2.228141894147727,LatLong Move,4.245933184595831,0
1567977324.0461733,44.39275061582708,8.94380203139159,4.24641716330415,2.225841124287175,LatLong Move,4.245445874844519,0
1567977324.1460478,44.3927497147268,8.943799533978448,4.245931927199983,2.2236406720882274,LatLong Move,4.244948618863717,0
1567977324.2461467,44.392748811910266,8.943797034831615,4.245444603732139,2.221433240806903,LatLong Move,4.244434672502363,0
1567977324.3459823,44.392747910458304,8.943794542511398,4.244947728660906,2.2191134678351867,LatLong Move,4.243900606132417,0
1567977324.448503,44.39274700856687,8.943792052104712,4.244433569229077,2.2165990130786764,LatLong Move,4.243347209991747,0
1567977324.546157,44.392746106586515,8.943789564692333,4.243899291836085,2.2138533836840217,LatLong Move,4.242779085199379,0
1567977324.6464334,44.39274520439138,8.943787080046683,4.24334547205472,2.2108954706375092,LatLong Move,4.242207228098437,0
1567977324.746185,44.39274430261122,8.943784599998068,4.242777387619764,2.207771784188147,LatLong Move,4.241637798886192,0
