time,latitude,longitude,altitude,yaw,pitch,roll,accelerometer_x,accelerometer_y,accelerometer_z,gyro_x,gyro_y,gyro_z,speed_x,speed_y,current_x,current_y
1567977299.750116,44.392955042188504,8.944462619664684,0.0,4.360810085014245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.05762880024117,-39.27790279976862,-0.00511093435355493,-0.007619221212973155
1567977299.849901,44.392954315787215,8.9444598595302,0.0,4.360409415997864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.439453484842202,34.85666272034881,0.005157770432150836,0.029490478468748298
1567977299.94979,44.39295358935819,8.944457102860662,0.0,4.359972549791841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.043725187163421,-39.22177953708295,-0.005064390621391212,-0.007509673914425745
1567977300.0498047,44.39295286164556,8.944454344856823,0.0,4.359597543593184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.41139097226109,34.7637702091536,0.005176115834078214,0.02949970930228387
1567977300.1498332,44.39295213008671,8.944451575721896,0.0,4.359130689554954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.024550182587816,-39.138860551498034,-0.00503026915006296,-0.007437408445640337
1567977300.2498367,44.39295139836611,8.944448809802235,0.0,4.358744241088871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.394612034868008,34.7087528850258,0.00519400704397766,0.02951092316839464
1567977300.3498697,44.39295066427518,8.944446039301553,0.0,4.358006512188744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.010464359240416,-39.07290255822503,-0.004993738555324098,-0.0073540473112211555
1567977300.4498565,44.39294992764146,8.944443265743438,0.0,4.357325551818999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.36509510352308,34.6173006788743,0.005206509372520156,0.029509593746308953
1567977300.5497837,44.39294918984669,8.944440492947122,0.0,4.35677093019871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.992216191195393,-38.99795765813081,-0.004959452447102442,-0.007279152749726611
1567977300.6498823,44.3929484512057,8.944437721679629,0.0,4.356201950753233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.34044329603283,34.53965213924944,0.005221263250353711,0.02951320150752166
1567977300.7498016,44.39294771042153,8.944434947097964,0.0,4.355674842295672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.976632812809884,-38.930434029434366,-0.0049221615303172,-0.0071965807855988925
1567977300.8499007,44.39294696828383,8.944432171943307,0.0,4.355124381749093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.317798085455635,34.46726047495782,0.005237111381581022,0.029515281686242165
1567977300.9499266,44.39294622615179,8.944429400819743,0.0,4.354776970561673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.948102911404785,-38.822048382063066,-0.004879720643787157,-0.00710332422325799
1567977301.0498023,44.39294548144856,8.944426622550706,0.0,4.354502043542221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.297967338586078,34.402372451146796,0.005266764478567877,0.029561567131427657
1567977301.1497777,44.39294473694444,8.944423847643815,0.0,4.354144302849004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.939951990387524,-38.78694211040434,-0.0048304418716474526,-0.006987936122021879
1567977301.2497804,44.39294398964286,8.944421065534529,0.0,4.353756654260291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.267514792346063,34.30248689765927,0.005290376197360227,0.029586941358455847
1567977301.349687,44.39294323990177,8.944418277720889,0.0,4.353343499910107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.9237154924305,-38.71860092418609,-0.004786860490217665,-0.006886913979748804
1567977301.4498556,44.39294248955763,8.944415491180168,0.0,4.35293420569354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.238042664571566,34.20434878479159,0.005311031827823896,0.029607042717654575
1567977301.5497134,44.39294173637926,8.944412697996315,0.0,4.352402168908599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.913304571753951,-38.66950383537126,-0.004751345681246602,-0.00680982759439222
1567977301.6497438,44.39294098173465,8.944409904394139,0.0,4.3517629657896855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.211660707747644,34.12358112920093,0.00531512089007835,0.029574534536594907
1567977301.7498326,44.39294022588737,8.944407111735856,0.0,4.351147632156316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.878980126336858,-38.535633230636506,-0.00471790653514625,-0.006737960306576363
1567977301.849862,44.39293946775019,8.94440431563521,0.0,4.3505733593011655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.18641751981702,34.04551067010162,0.005330082294391559,0.029581137478070847
1567977301.9498858,44.392938709586986,8.944401524156751,0.0,4.350028548577701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.865921877434038,-38.48079635677023,-0.004681155447408855,-0.0066574412058212
1567977302.0498943,44.392937948823715,8.944398727663808,0.0,4.349490116000567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.159070424035658,33.9603013905821,0.005345675975642716,0.029586084770991533
1567977302.149949,44.39293718745751,8.944395933219251,0.0,4.349031320709308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.846345144529053,-38.40400027817433,-0.004642311861303543,-0.006573985590454287
1567977302.249922,44.39293642481361,8.944393137495725,0.0,4.348680106906883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.13886864128293,33.89523865601841,0.005366280903573383,0.029602156732049904
1567977302.3497832,44.39293566204891,8.944390344113732,0.0,4.3483531389850185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.82505362726893,-38.3231584612932,-0.004599034214749896,-0.00648008570950552
1567977302.449793,44.39293489660217,8.944387543767327,0.0,4.347997624706247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.116441463937074,33.82454689062745,0.005388090009119369,0.029621368066380424
1567977302.5496767,44.39293412971576,8.944384741281233,0.0,4.347611478118353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.807208438407086,-38.25085393214312,-0.004558085834585004,-0.006390652687391217
1567977302.64974,44.39293336209076,8.944381939410823,0.0,4.347212377356389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09556609338897,33.75577503403745,0.005409393883722849,0.029640213454878772
1567977302.7498045,44.39293259348301,8.94437913749169,0.0,4.346760838233335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.790869142241192,-38.18320723092342,-0.004518848814150407,-0.006305260142324291
1567977302.8497698,44.392931821671944,8.94437632807046,0.0,4.346215805871104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.068211163613507,33.671632766955625,0.005419540946307346,0.0296266313518653
1567977302.9499288,44.3929310484582,8.944373518381596,0.0,4.345619810914531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.767918097608607,-38.08818477529569,-0.004487505526676217,-0.006240336853312642
1567977303.050037,44.39293027321312,8.944370706326824,0.0,4.345030398515828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04624317285875,33.603658876199226,0.00543567595644242,0.029637029984517976
1567977303.149765,44.3929294983003,8.944367900301224,0.0,4.344469547841127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.757588767483695,-38.042808653708704,-0.004453354173610302,-0.006168411457155194
1567977303.2498262,44.39292871980942,8.944365085943806,0.0,4.343925852580442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0195154676888,33.522610576610546,0.005445151364349193,0.029623087879603043
1567977303.3497458,44.39292794295227,8.944362281882931,0.0,4.343423243000959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.730568129428976,-37.9416716758396,-0.004411718883393866,-0.006074666234881947
1567977303.4498737,44.392927162984236,8.944359470502427,0.0,4.342996921987236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.98917012877193,33.42481257519137,0.005467091701266199,0.02964681257668121
1567977303.549824,44.39292638265211,8.944356661078686,0.0,4.342635449331562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.71881099896228,-37.89450798611202,-0.004371613058024215,-0.00598972801345702
1567977303.64977,44.392925601788235,8.944353852656505,0.0,4.342290340179263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.970173802970498,33.362714523704405,0.005486840983645577,0.029656741716942672
1567977303.749805,44.3929248187408,8.944351039320754,0.0,4.3419277703711305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.696902594030604,-37.806299682803655,-0.004330749408677312,-0.0059016575896582504
1567977303.8498518,44.39292403518133,8.9443482272478,0.0,4.341546903628803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.950033756380165,33.2954831829321,0.005508415727959571,0.02967416532313396
1567977303.9498901,44.392923250036525,8.944345412780379,0.0,4.34113444552986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.679935268368444,-37.73552875102427,-0.004290351672039175,-0.0058131063728268095
1567977304.0501506,44.39292246215689,8.944342592192356,0.0,4.3406600260909425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.921435031867974,33.2047442560925,0.005523509042202733,0.029676692343218465
1567977304.149804,44.392921672929106,8.94433977101319,0.0,4.34011968919339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.664778218879116,-37.67032231182995,-0.004257038093165493,-0.005742888441174369
1567977304.2498097,44.39292088278488,8.94433695121814,0.0,4.339546855320739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.897797403283189,33.12980764991935,0.00553283777247116,0.02966088063859812
1567977304.3499632,44.392920090263495,8.944334127718832,0.0,4.338977052784202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.644433441956373,-37.58311847853542,-0.004229027259811982,-0.0056882924209575095
1567977304.4498565,44.39291929807543,8.944331310068694,0.0,4.338424676092519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.882206381263714,33.079511334394915,0.005547392885672704,0.02966140912958725
1567977304.549796,44.392918503859974,8.9443284896927,0.0,4.337898261734601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.630250127877181,-37.5186759785006,-0.004196166495877305,-0.0056202330725682245
1567977304.6501756,44.392917708784736,8.944325670430437,0.0,4.337422691745427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.862085614915896,33.0136859967546,0.005568219793474718,0.029681542989770403
1567977304.7497969,44.39291691343712,8.944322853877479,0.0,4.337010664680104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.619060248241253,-37.47187500631817,-0.0041562332408861475,-0.005534804758639884
1567977304.8498611,44.3929161157903,8.944320032396462,0.0,4.3366422646241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.837091181930335,32.93353110053105,0.005586620888559295,0.0296904800806789
1567977304.9500444,44.392915319293685,8.944317217952381,0.0,4.336286353344715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.596114584764505,-37.38763653730119,-0.004109173163658382,-0.005428721774863095
1567977305.0498996,44.39291451958263,8.944314395128151,0.0,4.335919711076176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.803893736548716,32.82634603081794,0.005605082671318452,0.029699116804436793
1567977305.150025,44.392913719011844,8.944311572377817,0.0,4.33553210131938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.57617243224987,-37.30999805465862,-0.004073324346089841,-0.005358079487833428
1567977305.2499259,44.392912917562185,8.944308749881104,0.0,4.335104287402476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.788706458702407,32.779776124760126,0.005625137113022261,0.02971450358514926
1567977305.349753,44.39291211318617,8.944305920844213,0.0,4.334618858387408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.566755438722662,-37.262591333528725,-0.004039874341353083,-0.0052882332883716285
1567977305.4498231,44.39291130930524,8.944303097754705,0.0,4.334085634722435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.767377202696373,32.70959606273442,0.005637050254719966,0.029704891985016114
1567977305.5499809,44.392910502631345,8.944300269371686,0.0,4.333527770675342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.547826690347403,-37.18011241802189,-0.004011471157869306,-0.005233841458633412
1567977305.6499062,44.3929096949722,8.944297442135905,0.0,4.332971390137985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.74952278092063,32.654750034128426,0.005646297262454241,0.029689156715433776
1567977305.7499294,44.39290888667902,8.944294617190387,0.0,4.332431446763062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.526660118158695,-37.09327463450258,-0.003975656747871244,-0.005154411888269136
1567977305.8499436,44.392908076838374,8.944291791149372,0.0,4.331923842717437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.719211830044616,32.554745267509546,0.0056640296458161645,0.029701475772954136
1567977305.9499624,44.39290726664485,8.94428896783779,0.0,4.331467068444233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.51552481988949,-37.04707380161416,-0.003942323920044709,-0.005090483866060015
1567977306.0499787,44.39290645612732,8.94428614692165,0.0,4.331061073744539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.705786049136952,32.51291953901516,0.005686353562543525,0.029722644243643986
1567977306.149761,44.392905644238894,8.94428332440749,0.0,4.330688067253275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.503264330124209,-36.995490059253086,-0.0039013422231884793,-0.005003099746010126
1567977306.2497053,44.39290483049615,8.944280498447037,0.0,4.330323901069841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67970213908355,32.42884686478688,0.005700903638854009,0.02971722066897478
1567977306.3499026,44.39290401676153,8.944277675515487,0.0,4.3299509582098334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.47574624513307,-36.89230127370277,-0.0038616459533244484,-0.0049206101863290275
1567977306.4499633,44.392903199741184,8.944274844335213,0.0,4.329551814636606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.654238772399946,32.349890870853706,0.005716588928607804,0.02971969250425458
1567977306.5498571,44.39290238231025,8.944272015154782,0.0,4.329110356369927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.459000954277927,-36.82496822980929,-0.0038289815792345817,-0.004856552433933736
1567977306.6498907,44.392901564027845,8.94426918682725,0.0,4.328620119783739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.636102673674772,32.29287553528654,0.005730279464717352,0.029716308241761552
1567977306.7498991,44.39290074578664,8.94426636279386,0.0,4.328092295725849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.43955292180347,-36.74700767771051,-0.003793530862594011,-0.004782046184639427
1567977306.8498175,44.39289992507901,8.944263534635255,0.0,4.327545927573311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.60907064064148,32.20842487869445,0.00574270278131304,0.029711378433561232
1567977306.9500847,44.39289910155137,8.944260701219472,0.0,4.32699989829862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.428332893581354,-36.69178607182396,-0.0037639836528557116,-0.004720746856427899
1567977307.0499496,44.39289827977328,8.944257878176918,0.0,4.326474692991631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.588176698015742,32.136152465781606,0.005756175408412035,0.029706966416684362
1567977307.149853,44.39289745452521,8.944255047351822,0.0,4.325983482729548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.414172179390354,-36.62629678032745,-0.00373566046070663,-0.004668001232814141
1567977307.2498863,44.39289663213312,8.94425223010235,0.0,4.325539807740032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.579203946743673,32.102363009441795,0.005778919776357336,0.029727993125458055
1567977307.349806,44.39289580629131,8.944249404461392,0.0,4.32513580820229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.405900393331207,-36.58294340352203,-0.003699984703360657,-0.004595982647535961
1567977307.4498587,44.392894979433336,8.944246578496628,0.0,4.324757551910148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.558373986451869,32.03481972900429,0.00579621693446531,0.029733165409362695
1567977307.5498831,44.39289415350272,8.94424375870691,0.0,4.324387590724324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.38428623933882,-36.5034602343832,-0.003660690543246861,-0.004517127915357674
1567977307.6498582,44.39289332486422,8.944240932700772,0.0,4.3240046319604755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.536989939468523,31.96934931987066,0.005813341041084282,0.029737228505046856
1567977307.7498097,44.39289249579355,8.94423810841113,0.0,4.3235942564760315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.365628891116732,-36.42952558763586,-0.003622379656323705,-0.004436253915132103
1567977307.8497713,44.392891664599134,8.944235280358095,0.0,4.323142009390629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.509375100786922,31.880959862780568,0.005825380649079867,0.02972795936829184
1567977307.9497955,44.39289083102247,8.944232448023463,0.0,4.322647728379453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.349109714468753,-36.357242489588785,-0.0035948446286579163,-0.004384349625072004
1567977308.049936,44.392889998423705,8.944229623111928,0.0,4.322124177076812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.493978713523148,31.829519058170945,0.005840859065437115,0.029732139447572817
1567977308.1497643,44.392889164742215,8.94422679880125,0.0,4.32158572683953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.337844225510816,-36.306562534368716,-0.0035630099220573955,-0.004320382452318736
1567977308.2498727,44.39288832908283,8.94422397210907,0.0,4.321051170312327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.468740629604875,31.75151649892618,0.0058491623147994215,0.029714177147861384
1567977308.3496695,44.3928874941413,8.944221152045495,0.0,4.320538638014202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.314132410461035,-36.216589073107805,-0.003525610340763656,-0.004239348612945136
1567977308.4497516,44.3928866574266,8.94421832996254,0.0,4.3200612220558785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.437579844070084,31.650812552240954,0.0058614485013280425,0.029706062918559012
1567977308.5498044,44.39288581868608,8.944215504706941,0.0,4.31962416629564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.296279767338886,-36.14306611598165,-0.0034969464747643475,-0.004189006961951416
1567977308.6496916,44.39288498069717,8.944212685327395,0.0,4.319221365255906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.427576339566778,31.618231115550643,0.005875653651691387,0.02969891860943777
1567977308.7498987,44.392884141597406,8.944209865333164,0.0,4.318838895181164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.273452346717555,-36.052059463769,-0.0034629752117405705,-0.004124034839717412
1567977308.8497362,44.39288330170273,8.944207045691012,0.0,4.31846000254022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.412961966704353,31.56964921210322,0.005898384925548229,0.02972061919575815
1567977308.9499576,44.3928824607507,8.944204225562506,0.0,4.318066582510134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.265513243387094,-36.01393946387936,-0.0034259846378023413,-0.004047651522490044
1567977309.0499423,44.3928816190225,8.944201406068998,0.0,4.317644030099359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.389886836495371,31.492880960981534,0.005916131231893972,0.02972785603222655
1567977309.1499026,44.39288077590181,8.944198585415245,0.0,4.317183951354373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.252628211476416,-35.95780900255732,-0.003392606526702829,-0.003980941218260536
1567977309.2499034,44.392879931539525,8.944195764407931,0.0,4.316688090764043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.366667210046158,31.419319783412917,0.005926696833013769,0.029715140366098285
1567977309.3500059,44.39287908484762,8.94419293966886,0.0,4.316166058993698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.236706474640368,-35.88740696768015,-0.003366121258190697,-0.003931531174417337
1567977309.4498155,44.39287823917817,8.944190122519178,0.0,4.315635037265615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.350556266688535,31.365425272317474,0.005944416683982263,0.02972806417818938
1567977309.5498145,44.392877391879395,8.944187304127711,0.0,4.315110596371735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.232076449405891,-35.86072065174541,-0.0033358068469992045,-0.003872888365356604
1567977309.6499455,44.392876543394294,8.944184485854889,0.0,4.314608644842512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.327328085993214,31.293905417474893,0.005947924483870858,0.029692196077296083
1567977309.7498562,44.39287569573452,8.944181674148712,0.0,4.314140959141616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.198224227963514,-35.735797089308846,-0.003302406708899486,-0.003808032113010014
1567977309.8504255,44.39287484543582,8.944178857240829,0.0,4.313707823206219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.30499471622419,31.225046248644162,0.005963449977671933,0.029695088220641055
1567977309.9498239,44.39287399577777,8.944176045739152,0.0,4.3133046966450195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.182876081082851,-35.67710438546593,-0.0032663103144429393,-0.003735905785404274
1567977310.0497797,44.392873145871256,8.944173236510014,0.0,4.312917083567445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2850143074625,31.15844649576887,0.005980526191958696,0.02969667152756468
1567977310.1496413,44.392872292481634,8.944170418816674,0.0,4.312527930923157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.168892941211617,-35.61263198881989,-0.003233178577897583,-0.0036689939259662227
1567977310.2500758,44.392871440903065,8.944167610201948,0.0,4.312123986580243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.266320290520339,31.091060581024067,0.005999639375098985,0.029706918631552684
1567977310.349859,44.39287058657865,8.944164795810426,0.0,4.311690047594176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.158743388825554,-35.5643680607624,-0.0032013029356549342,-0.0036071757714913055
1567977310.4497504,44.39286973288826,8.9441619870314,0.0,4.311223271185092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.24728113038887,31.02824547210858,0.00600793390927721,0.029682947577496586
1567977310.5498776,44.39286887772432,8.94415917718029,0.0,4.310724872944094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.132439684539404,-35.4592218131479,-0.003170077965390531,-0.0035454783648516813
1567977310.6498213,44.39286802111506,8.944156366565764,0.0,4.310205253930237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22368268749333,30.953154868480496,0.006019102364093827,0.02967423093117833
1567977310.749676,44.39286716325635,8.944153555939579,0.0,4.309679987171595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.119220203515823,-35.401027471838624,-0.0031421749947528983,-0.003492210118063936
1567977310.849772,44.39286630434364,8.94415074593014,0.0,4.309163431170308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.201339718479616,30.88240749622571,0.006026478926491874,0.029653840133204275
1567977310.9498024,44.39286544750784,8.944147946636258,0.0,4.3086719141757595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.094002542245086,-35.309708529373914,-0.003108492865636835,-0.0034269973534869005
1567977311.0500886,44.39286458641786,8.944145137160335,0.0,4.308208899582587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.174696621290607,30.80359927044769,0.006038343212298742,0.029648317487080356
1567977311.1499047,44.39286372663517,8.944142335414021,0.0,4.3077783710871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.077584448225823,-35.24930235594788,-0.0030795683721284587,-0.0033785843096132
1567977311.2498786,44.39286286472521,8.94413952997748,0.0,4.307371668729143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.161013501782678,30.76478200123009,0.0060531330204877136,0.029648342380868123
1567977311.3499382,44.39286200203479,8.944136725102155,0.0,4.306976260053567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.065264552917823,-35.19720369799875,-0.0030476628141545533,-0.0033161892194019313
1567977311.449739,44.39286114260358,8.944133933866668,0.0,4.306579579852487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.147744672717856,30.71213970646727,0.006072696410657756,0.029655059590428454
1567977311.5498633,44.39286028086783,8.944131138272047,0.0,4.306163634108797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.049134802265629,-35.12739465422095,-0.003011250240199521,-0.0032430629951131842
1567977311.6498067,44.39285941710656,8.944128339416928,0.0,4.30572065214227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.122297135105017,30.631287225093907,0.0060823676898876375,0.02963660445683173
1567977311.7498162,44.39285855152197,8.94412553819009,0.0,4.305246245510631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.028997243383637,-35.042883814159296,-0.0029846502504121885,-0.0031951071823725363
